"","NAME","state","county","county_fips","state_fips","C24030_001","C24030_029","B20005_003","B20005_050","B20005B_003","B20005B_050","B20005I_003","B20005I_050","B23013_001","B23006_005","B23006_012","B23006_019","B23006_026","B19013_001","year"
"21385","Lee County, Illinois",17,"103","103","17",15539,7275,6319,4471,145,79,259,105,42.4,824,4753,5013,3013,52379,2015
"21386","Logan County, Illinois",17,"107","107","17",10856,5384,4234,3437,84,41,71,43,40.6,363,2724,3377,2359,50539,2015
"21387","Macoupin County, Illinois",17,"117","117","17",21098,10214,8285,6447,38,61,112,61,42.6,902,6151,7648,4211,51206,2015
"21388","Richland County, Illinois",17,"159","159","17",7317,3322,3098,1881,0,0,44,0,41.6,313,1644,2644,1471,44127,2015
"21389","Washington County, Illinois",17,"189","189","17",7194,3262,3150,2161,17,9,38,15,42.3,166,1807,2757,1579,53202,2015
"21390","Montgomery County, Illinois",17,"135","135","17",9604,5693,3334,3637,105,11,18,19,43.1,442,3050,2953,1755,46966,2015
"21391","Adams County, Illinois",17,"001","001","17",32400,15824,13125,9776,319,169,145,148,41.3,1282,8738,10440,6949,45965,2015
"21392","Clinton County, Illinois",17,"027","027","17",19250,9389,7642,5873,24,55,150,33,41.8,487,4592,6843,4485,63236,2015
"21393","Edwards County, Illinois",17,"047","047","17",2968,1389,1336,817,14,6,0,0,43.9,214,822,1235,403,44497,2015
"21394","Jefferson County, Illinois",17,"081","081","17",16528,7909,6314,4813,257,244,37,53,41.3,1047,4171,6316,3052,43247,2015
"21395","Vermilion County, Illinois",17,"183","183","17",32514,15935,12863,10816,1096,1122,504,275,41.9,2029,11450,11164,4951,42977,2015
"21396","Williamson County, Illinois",17,"199","199","17",29214,14413,11390,9231,303,249,288,144,41.3,940,6666,11247,6728,44453,2015
"21397","Clark County, Illinois",17,"023","023","17",7425,3471,2960,2066,0,10,17,63,43,192,2266,2640,1419,50517,2015
"21398","Effingham County, Illinois",17,"049","049","17",17382,8303,6945,5285,11,0,168,74,40.3,584,4692,5502,3743,52224,2015
"21399","Fulton County, Illinois",17,"057","057","17",15565,7470,6210,4590,16,62,213,44,42.1,714,4574,5716,2807,46083,2015
"21400","Hamilton County, Illinois",17,"065","065","17",3618,1564,1700,1141,0,0,0,0,41,111,953,1403,558,44159,2015
"21401","Henry County, Illinois",17,"073","073","17",23544,10940,10043,6616,69,43,477,345,43,1304,6359,7692,5035,53480,2015
"21402","Johnson County, Illinois",17,"087","087","17",4244,2076,1500,1310,31,2,30,9,42.4,167,1034,1525,1026,42287,2015
"21403","Lake County, Illinois",17,"097","097","17",338959,157101,145081,99335,7176,7321,28129,17345,42.2,27350,57176,75691,140542,78026,2015
"21404","Livingston County, Illinois",17,"105","105","17",15954,7371,6995,4408,16,41,209,78,42.8,596,5362,4886,2646,54254,2015
"21405","Scott County, Illinois",17,"171","171","17",2370,1122,988,757,0,0,8,0,43.6,76,1067,721,305,47222,2015
"21406","Cass County, Illinois",17,"017","017","17",6183,2832,2649,1798,90,53,485,226,41.9,695,2409,1537,902,47434,2015
"21407","Warren County, Illinois",17,"187","187","17",8068,3946,3202,2199,85,38,261,147,41.1,623,2052,2503,1640,43699,2015
"21408","Huntington County, Indiana",18,"069","069","18",17909,8573,7278,5026,17,12,124,74,41.1,1023,6108,4857,3269,46945,2015
"21409","LaPorte County, Indiana",18,"091","091","18",46864,22592,18473,12947,889,770,1167,440,42.7,2723,16352,14320,8853,46872,2015
"21410","White County, Indiana",18,"181","181","18",11433,5239,5023,3227,17,0,335,124,42.6,795,3594,3582,1756,52154,2015
"21411","Jasper County, Indiana",18,"073","073","18",15197,6393,6453,3346,40,0,328,73,41.1,1093,4912,4402,2504,55374,2015
"21412","Martin County, Indiana",18,"101","101","18",4716,2270,1922,1303,13,0,10,2,43.4,450,1527,1507,617,44589,2015
"21413","Shelby County, Indiana",18,"145","145","18",21379,9789,9128,6178,60,81,366,218,42.8,1682,7896,6248,3293,53584,2015
"21414","Ripley County, Indiana",18,"137","137","18",13088,6257,5523,4012,32,0,107,38,41.9,837,4597,3488,2367,51170,2015
"21415","Sullivan County, Indiana",18,"153","153","18",8203,3544,3784,2064,8,0,116,5,41.8,433,2958,2609,1107,45023,2015
"21416","Tipton County, Indiana",18,"159","159","18",7195,3237,2997,2213,2,16,86,9,43,344,2315,2192,1443,51613,2015
"21417","Vigo County, Indiana",18,"167","167","18",47334,22783,17431,12757,707,298,525,242,37.5,2750,11599,13522,10626,40313,2015
"21418","Warrick County, Indiana",18,"173","173","18",29930,14088,12698,8785,160,55,185,73,42.9,982,7704,9481,8193,62185,2015
"21419","DeKalb County, Indiana",18,"033","033","18",19542,8896,7976,5244,6,40,239,94,40.6,1190,6635,5740,3326,48341,2015
"21420","Bartholomew County, Indiana",18,"005","005","18",38666,17114,16810,10453,321,124,1163,361,40.3,1679,10271,9443,11915,55050,2015
"21421","Rush County, Indiana",18,"139","139","18",7787,3554,3456,2407,0,58,142,9,43.2,527,3108,1843,1333,45121,2015
"21422","Fulton County, Indiana",18,"049","049","18",9122,4145,4007,2561,28,21,242,70,43,709,3099,2669,1319,45332,2015
"21423","Lake County, Indiana",18,"089","089","18",212423,102314,82461,61246,13337,15745,14996,8710,41.2,14982,61054,68476,49569,50135,2015
"21424","Noble County, Indiana",18,"113","113","18",21795,9876,9720,6363,28,14,1002,516,40.5,2419,7216,6334,3251,49331,2015
"21425","Adams County, Indiana",18,"001","001","18",14982,6559,6484,3802,0,29,253,191,41.2,1381,5207,3828,2323,48188,2015
"21426","Fayette County, Indiana",18,"041","041","18",9245,4346,3758,2569,0,29,133,8,43.1,870,3501,3038,1223,39379,2015
"21427","Hendricks County, Indiana",18,"063","063","18",76792,36988,32724,23911,1759,1549,922,711,41.6,2001,16596,22456,27269,70163,2015
"21428","Dubois County, Indiana",18,"037","037","18",21742,9945,9509,6132,0,0,541,170,43.3,1302,7182,5925,4005,53513,2015
"21429","Grant County, Indiana",18,"053","053","18",29151,14609,10431,8626,544,485,458,214,39.5,1591,9307,8002,5146,40294,2015
"21430","Hancock County, Indiana",18,"059","059","18",35339,17254,14644,10933,114,304,360,281,42.9,916,8530,10841,10639,66606,2015
"21431","Howard County, Indiana",18,"067","067","18",35740,17393,13495,10319,749,563,495,319,41.8,2194,9643,12149,7450,44226,2015
"21432","Anderson County, Kentucky",21,"005","005","21",10646,5295,4268,3728,67,98,70,7,41.4,557,3730,3153,1999,53974,2015
"21433","Breckinridge County, Kentucky",21,"027","027","21",7683,3389,3264,2022,133,19,40,5,43.3,921,3171,2000,930,43479,2015
"21434","Floyd County, Kentucky",21,"071","071","21",11922,5815,4683,4001,13,23,73,19,40.1,1086,3676,3943,2192,30096,2015
"21435","Franklin County, Kentucky",21,"073","073","21",22601,11389,8770,7773,794,833,275,41,40.5,1504,6414,6070,6108,47964,2015
"21436","Kenton County, Kentucky",21,"117","117","21",79447,37928,32089,23117,969,795,984,400,39.9,4680,17848,23964,24323,54296,2015
"21437","Coosa County, Alabama",1,"037","037","01",3852,1537,1800,1017,378,345,103,0,42.3,598,1529,1148,360,31212,2015
"21438","Dale County, Alabama",1,"045","045","01",18735,9068,9536,6153,1129,1531,595,274,39,1581,5650,6852,3084,45028,2015
"21439","Hale County, Alabama",1,"065","065","01",5282,2660,1910,1681,755,918,62,0,40.6,478,2070,1366,903,32714,2015
"21440","Etowah County, Alabama",1,"055","055","01",41236,19893,16131,12562,1741,2240,768,266,40.8,3708,11057,14253,7444,39220,2015
"21441","DeKalb County, Alabama",1,"049","049","01",27778,12325,12404,8224,166,122,1755,789,41.2,5186,8129,8060,3392,38192,2015
"21442","Escambia County, Alabama",1,"053","053","01",12294,5706,5514,4153,1382,1435,129,26,41.4,1235,4597,3986,1883,32330,2015
"21443","Lamar County, Alabama",1,"075","075","01",5391,2249,2534,1555,198,184,11,0,41.6,618,1867,1740,773,35450,2015
"21444","Randolph County, Alabama",1,"111","111","01",8630,4181,3464,3043,686,793,31,62,42.6,1326,2916,2302,1194,36924,2015
"21445","Butler County, Alabama",1,"013","013","01",7813,4094,2906,2992,947,1324,96,0,40.6,882,2779,2231,1269,32229,2015
"21446","Mobile County, Alabama",1,"097","097","01",170900,84926,67993,56714,15819,20974,2602,752,39.9,13465,44762,52382,42143,43809,2015
"21447","Perry County, Alabama",1,"105","105","01",2865,1531,1077,1002,602,618,0,13,38.7,282,719,790,429,24537,2015
"21448","Walker County, Alabama",1,"127","127","01",24043,10821,9879,6684,465,527,252,43,42,2685,7173,8528,3216,35843,2015
"21449","Cleburne County, Alabama",1,"029","029","01",6065,2627,2798,1653,83,54,38,36,40.7,824,2106,1552,940,38056,2015
"21450","Conecuh County, Alabama",1,"035","035","01",3718,1714,1658,1229,470,587,47,8,44.4,538,1700,1016,434,24900,2015
"21451","Greene County, Alabama",1,"063","063","01",2412,1308,728,905,513,703,0,0,43.6,350,919,772,400,20541,2015
"21452","Barbour County, Alabama",1,"005","005","01",8597,4141,3639,2670,1311,1090,264,84,40.4,1367,2821,2799,1420,32964,2015
"21453","Bibb County, Alabama",1,"007","007","01",8294,3408,4148,2175,575,468,88,31,41.2,586,3038,2696,1154,38678,2015
"21454","Bullock County, Alabama",1,"011","011","01",3865,1643,1855,1208,950,991,352,0,41.8,1085,1282,740,650,31938,2015
"21455","Calhoun County, Alabama",1,"015","015","01",47401,22506,18978,13730,3044,2760,707,328,40.1,5245,13389,15362,9035,41703,2015
"21456","Chambers County, Alabama",1,"017","017","01",13689,6731,5583,4785,1890,1877,26,0,42.5,1267,4876,4195,1767,34177,2015
"21457","Fayette County, Alabama",1,"057","057","01",6122,2911,2621,1856,101,222,7,31,41.4,662,1977,1826,1028,34680,2015
"21458","Marshall County, Alabama",1,"095","095","01",38140,17433,15650,11273,257,159,2224,894,40.4,5930,9745,11029,6751,38983,2015
"21459","Blount County, Alabama",1,"009","009","01",22189,9947,10015,6886,169,64,1039,316,42.2,2785,6030,7395,3308,45813,2015
"21460","Madison County, Alabama",1,"089","089","01",163753,76001,71167,49615,12809,14104,4064,1466,40.6,9028,27104,44767,65412,57993,2015
"21461","Autauga County, Alabama",1,"001","001","01",23986,11254,10474,7996,1399,1837,199,203,40.8,1684,6873,6653,5984,51281,2015
"21462","Geneva County, Alabama",1,"061","061","01",10419,4709,4417,3345,227,309,178,37,42.6,1182,3688,3302,1417,36024,2015
"21463","Wilcox County, Alabama",1,"131","131","01",2838,1544,1072,1070,575,698,0,0,42.3,317,1235,777,506,23750,2015
"21464","Bristol Bay Borough, Alaska",2,"060","060","02",541,201,248,124,0,1,11,2,44.9,21,142,203,114,79750,2015
"21465","Kodiak Island Borough, Alaska",2,"150","150","02",7032,3314,3213,1640,35,4,228,91,38.3,477,1500,2307,1516,70887,2015
"21466","Bethel Census Area, Alaska",2,"050","050","02",6232,3094,1622,1324,47,10,37,35,37.8,656,2901,1654,929,51012,2015
"21467","North Slope Borough, Alaska",2,"185","185","02",5499,1639,2683,1032,38,17,153,12,40.8,389,1798,2146,742,72576,2015
"21468","Fairbanks North Star Borough, Alaska",2,"090","090","02",46661,21840,23105,14129,1129,586,1849,1042,34.6,1417,9285,15310,13312,71068,2015
"21469","Matanuska-Susitna Borough, Alaska",2,"170","170","02",40854,17547,16211,10159,149,111,621,384,40.3,1954,11278,14744,8799,72983,2015
"21470","Nome Census Area, Alaska",2,"180","180","02",3654,1736,1122,1004,15,0,33,11,37.3,278,1419,1104,614,48868,2015
"21471","Haines Borough, Alaska",2,"100","100","02",1470,633,462,287,0,0,0,13,44.2,39,305,360,435,58750,2015
"21472","Yakutat City and Borough, Alaska",2,"282","282","02",375,138,141,84,6,0,0,4,45.1,14,146,106,52,72500,2015
"21473","Lake and Peninsula Borough, Alaska",2,"164","164","02",657,327,157,133,5,0,6,2,39.9,36,254,211,91,50781,2015
"21474","Southeast Fairbanks Census Area, Alaska",2,"240","240","02",3038,1195,1438,659,11,0,87,10,41.8,228,778,1173,511,62670,2015
"21475","Anchorage Municipality, Alaska",2,"020","020","02",152355,72690,64858,48322,4042,2710,5356,3299,37.5,5859,30313,47409,46984,78326,2015
"21476","Aleutians East Borough, Alaska",2,"013","013","02",2519,749,877,372,76,12,99,38,43.9,354,848,622,324,61518,2015
"21477","Valdez-Cordova Census Area, Alaska",2,"261","261","02",4415,2022,1606,1236,0,0,44,63,41.5,179,915,1566,1397,78810,2015
"21478","Kenai Peninsula Borough, Alaska",2,"122","122","02",25637,11499,8607,6044,81,21,330,177,42.5,1055,7224,8782,5559,63684,2015
"21479","Skagway Municipality, Alaska",2,"230","230","02",676,284,281,145,0,0,16,10,45,8,180,202,246,69318,2015
"21480","Prince of Wales-Hyder Census Area, Alaska",2,"198","198","02",2819,1220,899,613,3,3,32,13,43.3,130,1073,966,444,48523,2015
"21481","Petersburg Borough, Alaska",2,"195","195","02",1665,749,556,401,14,0,28,34,42.8,65,473,516,407,67935,2015
"21482","Kusilvak Census Area, Alaska",2,"158","158","02",2067,1006,429,324,8,0,0,3,34.8,257,1197,668,153,38229,2015
"21483","Maricopa County, Arizona",4,"013","013","04",1821038,843357,748800,553537,34939,29027,210799,137487,39.5,176082,329511,552778,538671,54229,2015
"21484","Gila County, Arizona",4,"007","007","04",17961,8775,6347,5268,54,25,1259,1028,44.1,2061,4744,6143,2930,39751,2015
"21485","Santa Cruz County, Arizona",4,"023","023","04",17246,7663,7352,4892,65,20,5943,4088,42.6,2695,4596,4600,3902,40140,2015
"21486","Ohio County, Indiana",18,"115","115","18",2909,1366,1231,724,13,0,0,0,43.7,135,1249,835,382,48780,2015
"21487","Owen County, Indiana",18,"119","119","18",9276,4417,3666,2876,8,63,16,11,44,878,3391,2956,1082,43948,2015
"21488","Parke County, Indiana",18,"121","121","18",6730,2884,2746,1498,0,0,57,1,43.4,520,2209,2228,989,40781,2015
"21489","Randolph County, Indiana",18,"135","135","18",11319,5307,4730,3230,9,3,157,85,43.5,868,4170,3598,1525,40810,2015
"21490","Whitley County, Indiana",18,"183","183","18",16503,7507,7144,4625,13,16,113,21,42.3,749,5440,4906,2957,54389,2015
"21491","McCreary County, Kentucky",21,"147","147","21",4377,2069,2029,1221,141,0,0,24,37.4,594,1795,1492,494,19328,2015
"21492","Madison County, Kentucky",21,"151","151","21",39435,19266,14381,10610,354,330,320,123,35.1,1857,8197,9838,10755,42390,2015
"21493","Magoffin County, Kentucky",21,"153","153","21",3663,1621,1589,1099,0,0,20,0,41.9,492,1546,983,523,28500,2015
"21494","Metcalfe County, Kentucky",21,"169","169","21",4014,1753,1683,1192,20,0,26,13,43.3,428,1681,943,504,32294,2015
"21495","Owsley County, Kentucky",21,"189","189","21",1211,550,432,388,0,21,0,0,41.6,109,440,304,231,20985,2015
"21496","Rowan County, Kentucky",21,"205","205","21",10022,5024,3324,3057,15,96,0,41,36.6,594,2359,1942,2729,36860,2015
"21497","Simpson County, Kentucky",21,"213","213","21",7524,3505,3007,2067,232,232,53,14,41.2,606,2527,2137,1237,39679,2015
"21498","Taylor County, Kentucky",21,"217","217","21",10395,4884,3930,3059,174,126,35,21,39.3,570,3641,2744,1744,33340,2015
"21499","Clark County, Kentucky",21,"049","049","21",15950,7642,6698,5220,246,248,243,32,42,1024,4820,4627,3521,47959,2015
"21500","Todd County, Kentucky",21,"219","219","21",4648,2027,2198,1312,183,134,132,10,40.5,437,1919,1260,526,40497,2015
"21501","Carlisle County, Kentucky",21,"039","039","21",2122,961,871,540,0,9,22,14,40.4,217,629,698,299,38829,2015
"21502","Carroll County, Kentucky",21,"041","041","21",4263,1834,1886,1265,11,9,91,28,40.5,441,1659,1216,491,41439,2015
"21503","Clinton County, Kentucky",21,"053","053","21",3555,1631,1364,1174,0,0,5,0,39.4,522,1246,997,425,28025,2015
"21504","Estill County, Kentucky",21,"065","065","21",4855,2307,1572,1420,0,0,0,8,41.7,547,2339,1163,468,29770,2015
"21505","Richland Parish, Louisiana",22,"083","083","22",8038,4038,3177,3023,808,1259,109,0,41.4,963,3167,1940,1105,36421,2015
"21506","St. Martin Parish, Louisiana",22,"099","099","22",23921,11597,9632,7916,1877,2159,360,221,39.7,2681,8739,5788,3601,42794,2015
"21507","Winn Parish, Louisiana",22,"127","127","22",4920,2390,2152,1757,281,486,0,6,43.1,590,1559,1283,792,31087,2015
"21508","East Baton Rouge Parish, Louisiana",22,"033","033","22",215513,105587,80009,68207,29204,31323,4346,1607,36.3,13139,43465,52825,67428,49285,2015
"21509","Allen Parish, Louisiana",22,"003","003","22",8269,3848,3982,2667,321,430,172,21,40.5,772,3394,2030,1203,40948,2015
"21510","Madison Parish, Louisiana",22,"065","065","22",3967,2041,1580,1528,707,1033,33,37,40,494,1602,1231,505,23854,2015
"21511","St. James Parish, Louisiana",22,"093","093","22",9035,4336,4057,2975,1473,1445,44,45,42.1,845,3604,2546,1430,51107,2015
"21512","Grant Parish, Louisiana",22,"043","043","22",7068,3600,3169,2501,219,353,144,56,40,948,2706,1968,845,39914,2015
"21513","Jefferson Parish, Louisiana",22,"051","051","22",210346,100033,87704,69926,17965,19876,13985,7121,40.8,21104,52443,59281,52816,47947,2015
"21514","Beauregard Parish, Louisiana",22,"011","011","22",14287,5871,6756,3742,740,619,235,89,40.6,1456,4830,3713,2383,45969,2015
"21515","Bossier Parish, Louisiana",22,"015","015","22",56570,27645,26666,18993,4009,4029,1767,911,38.3,3909,13069,16916,14890,52892,2015
"21516","East Feliciana Parish, Louisiana",22,"037","037","22",7165,3563,2971,2372,908,1246,8,28,41.8,548,2879,1758,1007,45520,2015
"21517","St. John the Baptist Parish, Louisiana",22,"095","095","22",19661,9729,7643,6513,3453,3539,587,339,41,2603,6040,5937,3365,50921,2015
"21518","Ouachita Parish, Louisiana",22,"073","073","22",64578,33630,25219,23756,5867,8670,693,342,40.2,5124,16792,17883,16493,37754,2015
"21519","Rapides Parish, Louisiana",22,"079","079","22",52620,26304,21239,18195,5334,5891,796,338,40.4,4896,17028,14857,10029,40734,2015
"21520","St. Landry Parish, Louisiana",22,"097","097","22",31154,15296,13191,10925,3570,4497,359,235,41,3649,12839,6161,4355,32625,2015
"21521","Tangipahoa Parish, Louisiana",22,"105","105","22",53685,25841,20595,15289,4057,4527,1040,474,37.3,6048,15680,14292,10653,41302,2015
"21522","St. Mary Parish, Louisiana",22,"101","101","22",21161,9414,9007,6251,1638,1785,690,176,40.6,3339,8246,4804,2655,40781,2015
"21523","West Carroll Parish, Louisiana",22,"123","123","22",3917,1984,1477,1503,105,275,58,8,41.4,514,1756,848,467,31926,2015
"21524","Union Parish, Louisiana",22,"111","111","22",8096,3604,3877,2820,587,724,155,49,43,962,3096,2065,1056,34992,2015
"21525","Caldwell Parish, Louisiana",22,"021","021","22",3955,1776,1557,1118,201,78,86,3,42.6,588,1510,817,532,33294,2015
"21526","East Carroll Parish, Louisiana",22,"035","035","22",1882,920,847,717,393,479,8,0,37.7,284,773,555,256,21099,2015
"21527","Lafayette Parish, Louisiana",22,"055","055","22",116522,54735,47640,35102,8993,9684,2561,883,37.6,8725,27049,29379,33926,51869,2015
"21528","Evangeline Parish, Louisiana",22,"039","039","22",10978,5235,4474,3399,671,873,12,0,38.7,1925,3381,2935,1541,30009,2015
"21529","Lincoln Parish, Louisiana",22,"061","061","22",20541,10556,6802,5942,1913,2430,216,43,31.5,1292,3783,3744,5937,33467,2015
"21530","St. Bernard Parish, Louisiana",22,"087","087","22",17494,7804,8051,6011,1274,1462,761,381,37.4,1965,6444,5476,2823,42753,2015
"21531","Webster Parish, Louisiana",22,"119","119","22",15313,7151,6235,4495,1284,1590,50,148,41.9,1481,5112,4448,2275,33681,2015
"21532","West Baton Rouge Parish, Louisiana",22,"121","121","22",11757,5765,5010,3717,1287,1400,227,12,39.9,1008,3849,2829,2515,53703,2015
"21533","Iberville Parish, Louisiana",22,"047","047","22",13049,6408,5263,4314,1641,2131,148,64,40.2,1845,4359,3425,1965,45117,2015
"21534","Red River Parish, Louisiana",22,"081","081","22",3241,1395,1529,1020,403,410,33,0,42.7,407,1455,622,441,38000,2015
"21535","Morehouse Parish, Louisiana",22,"067","067","22",9888,5201,3992,3918,1617,1925,17,26,42,1173,3979,2122,1409,28003,2015
"21536","Orleans Parish, Louisiana",22,"071","071","22",170454,86398,62724,57526,27270,31778,4606,2681,37.8,13773,31972,45397,66896,36792,2015
"21537","Terrebonne Parish, Louisiana",22,"109","109","22",48450,21108,21392,14159,2973,2727,1477,323,38.9,6418,16440,11186,7065,47826,2015
"21538","Calcasieu Parish, Louisiana",22,"019","019","22",86840,40682,34851,24872,6252,6366,1129,413,39.4,6358,26210,24344,18526,45312,2015
"21539","Claiborne Parish, Louisiana",22,"027","027","22",5494,2523,2167,1720,790,794,6,10,42.8,789,2032,1500,915,32072,2015
"21540","Avoyelles Parish, Louisiana",22,"009","009","22",14998,7390,6094,4952,1220,1320,70,65,39.6,2046,5480,3695,1793,33739,2015
"21541","Assumption Parish, Louisiana",22,"007","007","22",9407,4577,3947,3136,711,899,101,66,41.7,1416,3729,2472,1031,49167,2015
"21542","Pointe Coupee Parish, Louisiana",22,"077","077","22",9105,4325,3984,2802,1081,849,146,7,43.3,1138,3553,2323,1146,43825,2015
"21543","Vermilion Parish, Louisiana",22,"113","113","22",25011,11622,10060,7207,937,788,290,72,40.3,3688,8887,6033,3285,45374,2015
"21544","Lafourche Parish, Louisiana",22,"057","057","22",43542,19159,18894,11755,1501,1646,1227,222,39.4,6662,14562,8719,7467,51030,2015
"21545","Concordia Parish, Louisiana",22,"029","029","22",7078,3431,2827,2451,721,1159,39,12,41.7,1056,2399,1814,1031,29654,2015
"21546","LaSalle Parish, Louisiana",22,"059","059","22",5354,2352,2239,1545,108,163,18,19,39.9,728,2145,1139,795,37310,2015
"21547","La Paz County, Arizona",4,"012","012","04",6386,2989,2406,1940,0,0,1074,502,42.5,1553,1590,1706,534,34466,2015
"21548","Mohave County, Arizona",4,"015","015","04",66880,33341,23014,19717,125,79,3774,3230,43.4,8089,20732,23216,8903,38488,2015
"21549","Coconino County, Arizona",4,"005","005","04",64844,31394,21502,16926,216,145,3095,2147,35,3913,10318,17747,18456,50234,2015
"21550","Yavapai County, Arizona",4,"025","025","04",81511,38678,27944,21040,178,102,4525,2620,44.2,7057,17808,28738,17640,44748,2015
"21551","Greenlee County, Arizona",4,"011","011","04",3346,1075,1924,651,35,4,825,241,38,213,1223,1224,438,51628,2015
"21552","Pinal County, Arizona",4,"021","021","04",134182,61032,57941,39071,2798,1745,17352,10693,39.5,12498,34112,50959,24758,49477,2015
"21553","Nevada County, Arkansas",5,"099","099","05",3265,1504,1193,1009,292,334,0,0,43.4,312,1216,882,469,30691,2015
"21554","Cross County, Arkansas",5,"037","037","05",7140,3379,2941,2436,477,547,86,0,42.3,661,3106,1435,1187,38103,2015
"21555","Dallas County, Arkansas",5,"039","039","05",3031,1539,1257,1104,483,504,25,12,42.8,267,1258,660,442,34084,2015
"21556","Columbia County, Arkansas",5,"027","027","05",10491,5265,3924,3020,939,1065,52,18,36.6,694,2972,2374,2109,36619,2015
"21557","Saline County, Arkansas",5,"125","125","05",53363,25565,22572,18411,1305,1296,1040,595,39.9,3440,14092,16340,12531,55817,2015
"21558","Van Buren County, Arkansas",5,"141","141","05",5478,2326,2084,1351,17,0,65,7,42,661,2291,1583,573,32312,2015
"21559","Izard County, Arkansas",5,"065","065","05",4607,2107,1790,1380,21,0,11,0,42.2,410,1605,1360,703,32630,2015
"21560","Martin County, Florida",12,"085","085","12",61157,28726,23445,17074,977,904,3660,1422,45.7,4839,13114,18187,17497,51593,2015
"21561","Sarasota County, Florida",12,"115","115","12",155023,76674,56763,48594,2268,2870,6338,4227,45.1,8538,39641,43702,41532,51766,2015
"21562","Citrus County, Florida",12,"017","017","12",43486,21683,15587,13425,404,668,824,636,45.9,3477,15821,13334,7000,38312,2015
"21563","Santa Rosa County, Florida",12,"113","113","12",67510,30676,30102,19459,1712,931,1292,830,41.7,3973,14206,23094,18570,58923,2015
"21564","Broward County, Florida",12,"011","011","12",890997,430093,340087,279874,73323,84240,99987,75562,42,66654,208049,266861,282614,51968,2015
"21565","Monroe County, Florida",12,"087","087","12",38504,17465,16694,10982,1122,697,3634,2009,44.1,2187,10190,10898,10625,57290,2015
"21566","Union County, Georgia",13,"291","291","13",7291,3603,2805,2259,0,21,260,20,45.3,491,2482,2486,1181,40799,2015
"21567","White County, Georgia",13,"311","311","13",11029,5162,4221,2995,119,28,37,39,41.2,950,2743,3590,2034,40888,2015
"21568","Paulding County, Georgia",13,"223","223","13",70001,33200,29784,20885,4162,4409,1471,1093,41,4163,21922,19834,18100,60109,2015
"21569","Richmond County, Georgia",13,"245","245","13",76807,40616,29531,27440,12694,16054,1713,1264,37,6778,21042,24995,17363,37424,2015
"21570","Berrien County, Georgia",13,"019","019","13",6457,2843,3011,1971,261,206,215,45,41.3,720,2066,2320,992,31835,2015
"21571","Barrow County, Georgia",13,"013","013","13",32137,14578,13314,9731,1200,1183,1257,641,39.7,3768,10027,9858,5770,52012,2015
"21572","Clinch County, Georgia",13,"065","065","13",2309,1124,973,811,191,175,10,5,40.4,258,818,577,446,24015,2015
"21573","Grady County, Georgia",13,"131","131","13",9291,4211,3780,2895,705,635,398,99,41.9,1417,2837,2691,1420,34187,2015
"21574","Whitfield County, Georgia",13,"313","313","13",45345,20324,20206,14422,901,599,7169,4398,40,11816,10712,11069,6236,40596,2015
"21575","Macon County, Georgia",13,"193","193","13",4461,2004,1896,1434,736,1005,134,0,43.1,776,1746,1502,440,28684,2015
"21576","Harris County, Georgia",13,"145","145","13",15071,7033,6397,4791,1095,847,161,122,43.9,662,3281,5453,4042,63824,2015
"21577","Worth County, Georgia",13,"321","321","13",8359,4064,3420,2970,668,983,96,72,41,1317,3198,2032,878,37974,2015
"21578","Dooly County, Georgia",13,"093","093","13",4895,2219,1921,1597,761,701,217,70,44.1,648,2065,1277,607,28696,2015
"21579","Webster County, Georgia",13,"307","307","13",1139,526,556,358,234,236,0,0,41.6,168,506,240,104,37063,2015
"21580","Glascock County, Georgia",13,"125","125","13",1344,647,540,447,9,61,3,0,42.2,148,522,404,86,40759,2015
"21581","Chatham County, Georgia",13,"051","051","13",124627,61682,50370,41063,16116,16964,3542,1494,37.4,8001,26063,36043,40109,47218,2015
"21582","Johnson County, Georgia",13,"167","167","13",3909,1544,1869,930,579,357,0,0,40.1,564,1428,1146,389,34438,2015
"21583","Madison County, Georgia",13,"195","195","13",11393,5483,4475,3946,320,414,134,119,42.4,1243,3563,3351,2044,41912,2015
"21584","Tift County, Georgia",13,"277","277","13",16038,7696,6657,5468,1327,1684,1044,474,39.6,1972,3881,4575,2924,37653,2015
"21585","Talbot County, Georgia",13,"263","263","13",2513,1341,958,890,535,536,16,24,45.8,281,1074,594,361,34078,2015
"21586","Terrell County, Georgia",13,"273","273","13",3181,1637,1177,975,472,546,5,30,42.9,571,930,1010,374,28688,2015
"21587","Wilkinson County, Georgia",13,"319","319","13",3287,1552,1473,1164,424,456,60,10,43.3,305,1504,799,309,38485,2015
"21588","Randolph County, Georgia",13,"243","243","13",2503,1205,1031,937,436,503,0,0,46,297,814,673,516,28377,2015
"21589","Ware County, Georgia",13,"299","299","13",13022,6117,5266,4077,745,1156,260,16,40,1317,4469,3726,1864,34909,2015
"21590","Wilcox County, Georgia",13,"315","315","13",2446,1135,1136,798,273,268,53,0,42.2,191,1141,600,285,32043,2015
"21591","Irwin County, Georgia",13,"155","155","13",3158,1479,1438,964,410,303,18,0,41.3,197,1040,1094,453,34156,2015
"21592","Bacon County, Georgia",13,"005","005","13",4598,2210,2042,1579,181,213,347,100,38.3,595,1460,1066,671,37162,2015
"21593","Burke County, Georgia",13,"033","033","13",8676,4289,3444,2851,1152,1377,199,26,40.2,985,3311,2676,849,33641,2015
